date,count_before,count_after,expected_count,event_count_on_session,events_on_session,missing_from_replay,unexpected_in_replay,source_url,source_sha256,identity_status,likely_root_cause
2012-01-02,199,199,200,0,,UNRESOLVED_INITIAL_ANCHOR,,,,NOT_ASSERTED,NO_CERTIFIABLE_2012_01_02_ANCHOR
