checkpoint_date,difference_type,symbol,company_name,instrument_id,isin,source_url,source_sha256,entry_event_hash,exit_event_hash,resolution_method,resolution_status
2013-04-18,MISSING_FROM_RECONSTRUCTION,MCDOWELL-N,United Spirits Ltd.,NSE-ISIN:INE854D01016,INE854D01016,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,VOLTAS,Voltas Ltd.,NSE-ISIN:INE226A01021,INE226A01021,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,WELCORP,Welspun Corp Ltd.,NSE-ISIN:INE191B01025,INE191B01025,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,YESBANK,Yes Bank Ltd.,NSE-ISIN:INE528G01019,INE528G01019,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,ZEEL,Zee Entertainment Enterprises Ltd.,NSE-ISIN:INE256A01028,INE256A01028,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,MAX,Max India Ltd.,NSE-ISIN:INE180A01020,INE180A01020,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,MOTHERSUMI,Motherson Sumi Systems Ltd.,NSE-ISIN:INE775A01035,INE775A01035,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,MPHASIS,MphasiS Ltd.,NSE-ISIN:INE356A01018,INE356A01018,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,NSE-ISIN:INE742F01042,INE742F01042,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,NHPC,NHPC Ltd.,NSE-ISIN:INE848E01016,INE848E01016,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,NTPC,NTPC Ltd.,NSE-ISIN:INE733E01010,INE733E01010,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,ONGC,Oil & Natural Gas Corporation Ltd.,NSE-ISIN:INE213A01029,INE213A01029,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,OIL,Oil India Ltd.,NSE-ISIN:INE274J01014,INE274J01014,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,OPTOCIRCUI,Opto Circuits (I) Ltd.,NSE-ISIN:INE808B01016,INE808B01016,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,OFSS,Oracle Financial Services Software Ltd.,NSE-ISIN:INE881D01027,INE881D01027,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,ORIENTBANK,Oriental Bank of Commerce,NSE-ISIN:INE141A01014,INE141A01014,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,PTC,PTC India Ltd.,NSE-ISIN:INE877F01012,INE877F01012,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,PETRONET,Petronet LNG Ltd.,NSE-ISIN:INE347G01014,INE347G01014,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,PEL,Piramal Enterprises Ltd.,NSE-ISIN:INE140A01024,INE140A01024,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,PFC,Power Finance Corporation Ltd.,NSE-ISIN:INE134E01011,INE134E01011,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,POWERGRID,Power Grid Corporation of India Ltd.,NSE-ISIN:INE752E01010,INE752E01010,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,PUNJLLOYD,Punj Lloyd Ltd.,NSE-ISIN:INE701B01021,INE701B01021,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,PNB,Punjab National Bank,NSE-ISIN:INE160A01014,INE160A01014,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,RANBAXY,Ranbaxy Laboratories Ltd.,NSE-ISIN:INE015A01028,INE015A01028,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,RELCAPITAL,Reliance Capital Ltd.,NSE-ISIN:INE013A01015,INE013A01015,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,RCOM,Reliance Communications Ltd.,NSE-ISIN:INE330H01018,INE330H01018,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,RELIANCE,Reliance Industries Ltd.,NSE-ISIN:INE002A01018,INE002A01018,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,RELINFRA,Reliance Infrastructure Ltd.,NSE-ISIN:INE036A01016,INE036A01016,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,RPOWER,Reliance Power Ltd.,NSE-ISIN:INE614G01033,INE614G01033,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,RECLTD,Rural Electrification Corporation Ltd.,NSE-ISIN:INE020B01018,INE020B01018,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SESAGOA,Sesa Goa Ltd.,NSE-ISIN:INE205A01025,INE205A01025,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,RENUKA,Shree Renuka Sugars Ltd.,NSE-ISIN:INE087H01022,INE087H01022,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SRTRANSFIN,Shriram Transport Finance Co. Ltd.,NSE-ISIN:INE721A01013,INE721A01013,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SIEMENS,Siemens Ltd.,NSE-ISIN:INE003A01024,INE003A01024,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SINTEX,Sintex Industries Ltd.,NSE-ISIN:INE429C01035,INE429C01035,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SOUTHBANK,South Indian Bank Ltd.,NSE-ISIN:INE683A01023,INE683A01023,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SBIN,State Bank of India,NSE-ISIN:INE062A01012,INE062A01012,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SAIL,Steel Authority of India Ltd.,NSE-ISIN:INE114A01011,INE114A01011,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,NSE-ISIN:INE044A01036,INE044A01036,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SUNTV,Sun TV Network Ltd.,NSE-ISIN:INE424H01027,INE424H01027,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SUZLON,Suzlon Energy Ltd.,NSE-ISIN:INE040H01021,INE040H01021,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,SYNDIBANK,Syndicate Bank,NSE-ISIN:INE667A01018,INE667A01018,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TATACHEM,Tata Chemicals Ltd.,NSE-ISIN:INE092A01019,INE092A01019,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TATACOMM,Tata Communications Ltd.,NSE-ISIN:INE151A01013,INE151A01013,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TCS,Tata Consultancy Services Ltd.,NSE-ISIN:INE467B01029,INE467B01029,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TATAGLOBAL,Tata Global Beverages Ltd.,NSE-ISIN:INE192A01025,INE192A01025,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TATAMOTORS,Tata Motors Ltd.,NSE-ISIN:INE155A01022,INE155A01022,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TATAPOWER,Tata Power Co. Ltd.,NSE-ISIN:INE245A01021,INE245A01021,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TATASTEEL,Tata Steel Ltd.,NSE-ISIN:INE081A01012,INE081A01012,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TECHM,Tech Mahindra Ltd.,NSE-ISIN:INE669C01028,INE669C01028,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,TITAN,Titan Industries Ltd.,NSE-ISIN:INE280A01028,INE280A01028,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,ULTRACEMCO,UltraTech Cement Ltd.,NSE-ISIN:INE481G01011,INE481G01011,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,UNIONBANK,Union Bank of India,NSE-ISIN:INE692A01016,INE692A01016,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,UNITECH,Unitech Ltd.,NSE-ISIN:INE694A01020,INE694A01020,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,UNIPHOS,United Phosphorus Ltd.,NSE-ISIN:INE628A01036,INE628A01036,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,GVKPIL,GVK Power & Infrastructures Ltd.,NSE-ISIN:INE251H01024,INE251H01024,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,NSE-ISIN:INE159A01016,INE159A01016,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,GLENMARK,Glenmark Pharmaceuticals Ltd.,NSE-ISIN:INE935A01035,INE935A01035,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,GODREJCP,Godrej Consumer Products Ltd.,NSE-ISIN:INE102D01028,INE102D01028,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,GRASIM,Grasim Industries Ltd.,NSE-ISIN:INE047A01013,INE047A01013,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,GSPL,Gujarat State Petronet Ltd.,NSE-ISIN:INE246F01010,INE246F01010,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,HCLTECH,HCL Technologies Ltd.,NSE-ISIN:INE860A01027,INE860A01027,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,HDFCBANK,HDFC Bank Ltd.,NSE-ISIN:INE040A01026,INE040A01026,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,HEROMOTOCO,Hero MotoCorp Ltd.,NSE-ISIN:INE158A01026,INE158A01026,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,HINDALCO,Hindalco Industries Ltd.,NSE-ISIN:INE038A01020,INE038A01020,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,HINDPETRO,Hindustan Petroleum Corporation Ltd.,NSE-ISIN:INE094A01015,INE094A01015,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,HINDUNILVR,Hindustan Unilever Ltd.,NSE-ISIN:INE030A01027,INE030A01027,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,HDFC,Housing Development Finance Corporation Ltd.,NSE-ISIN:INE001A01036,INE001A01036,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,HDIL,Housing Development and Infrastructure Ltd.,NSE-ISIN:INE191I01012,INE191I01012,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,ITC,I T C Ltd.,NSE-ISIN:INE154A01025,INE154A01025,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SYMBOL_DATE,UNRESOLVED
2013-04-18,MISSING_FROM_RECONSTRUCTION,ICICIBANK,ICICI Bank Ltd.,NSE-ISIN:INE090A01013,INE090A01013,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2013.zip,4942c0f021abcd6ed9702c343c2696ec44cfa8022c7e37448f8a78c075c4a16d,,,HISTORICAL_SNAPSHOT_SYMBOL_DATE,UNRESOLVED
