instrument_id,isin,symbol,resolution_status
NSE-ISIN:INE162B01018,INE162B01018,LUMAXIND,CERTIFIED
NSE-ISIN:INE872H01019,INE872H01019,LUMAXTECH,CERTIFIED
NSE-ISIN:INE872H01027,INE872H01027,LUMAXTECH,CERTIFIED
NSE-ISIN:INE185Q01025,INE185Q01025,LUMINO,CERTIFIED
NSE-ISIN:INE326A01037,INE326A01037,LUPIN,CERTIFIED
NSE-ISIN:INE150G01020,INE150G01020,LUXIND,CERTIFIED
NSE-ISIN:INE576O01020,INE576O01020,LXCHEM,CERTIFIED
NSE-ISIN:INE425B01027,INE425B01027,BCG,CERTIFIED
NSE-ISIN:INE933A01014,INE933A01014,LYKALABS,CERTIFIED
NSE-ISIN:INE142K01011,INE142K01011,AURUS,CERTIFIED
NSE-ISIN:INE101A01026,INE101A01026,M&M,CERTIFIED
NSE-ISIN:INE774D01016,INE774D01016,M&MFIN,CERTIFIED
NSE-ISIN:INE774D01024,INE774D01024,M&MFIN,CERTIFIED
NSE-ISIN:INE215I01019,INE215I01019,MAANALU,CERTIFIED
NSE-ISIN:INE215I01027,INE215I01027,MAANALU,CERTIFIED
NSE-ISIN:INE943D01017,INE943D01017,MPSLTD,CERTIFIED
NSE-ISIN:INE155Z01011,INE155Z01011,MACPOWER,CERTIFIED
NSE-ISIN:INE925C01016,INE925C01016,MADHAV,CERTIFIED
NSE-ISIN:INE631R01026,INE631R01026,MADHAVIPL,CERTIFIED
NSE-ISIN:INE378D01032,INE378D01032,MADHUCON,CERTIFIED
NSE-ISIN:INE331A01037,INE331A01037,RAMCOCEM,CERTIFIED
NSE-ISIN:INE414A01015,INE414A01015,MADRASFERT,CERTIFIED
NSE-ISIN:INE178A01016,INE178A01016,CHENNPETRO,CERTIFIED
NSE-ISIN:INE270B01035,INE270B01035,MAFATIND,CERTIFIED
NSE-ISIN:INE347W01011,INE347W01011,MAGADSUGAR,CERTIFIED
NSE-ISIN:INE511C01022,INE511C01022,POONAWALLA,CERTIFIED
NSE-ISIN:INE387I01016,INE387I01016,MAGNUM,CERTIFIED
NSE-ISIN:INE457A01014,INE457A01014,MAHABANK,CERTIFIED
NSE-ISIN:INE843B01013,INE843B01013,MAHAPEXLTD,CERTIFIED
NSE-ISIN:INE451L01014,INE451L01014,MAHASTEEL,CERTIFIED
NSE-ISIN:INE215D01010,INE215D01010,MAHEPC,CERTIFIED
NSE-ISIN:INE263W01010,INE263W01010,MAHESHWARI,CERTIFIED
NSE-ISIN:INE536H01010,INE536H01010,CIEINDIA,CERTIFIED
NSE-ISIN:INE536H01010,INE536H01010,MAHINDCIE,CERTIFIED
NSE-ISIN:INE850A01010,INE850A01010,MAHINDUGIN,CERTIFIED
NSE-ISIN:INE813A01018,INE813A01018,MAHLIFE,CERTIFIED
NSE-ISIN:INE766P01016,INE766P01016,MAHLOG,CERTIFIED
NSE-ISIN:INE288A01013,INE288A01013,MAHSCOOTER,CERTIFIED
NSE-ISIN:INE271B01025,INE271B01025,MAHSEAMLES,CERTIFIED
NSE-ISIN:INE683C01011,INE683C01011,MAITHANALL,CERTIFIED
NSE-ISIN:INE201B01022,INE201B01022,MAJESAUT,CERTIFIED
NSE-ISIN:INE898S01029,INE898S01029,AURUM,CERTIFIED
NSE-ISIN:INE987A01010,INE987A01010,MAKERSL,CERTIFIED
NSE-ISIN:INE389C01015,INE389C01015,MALLCOM,CERTIFIED
NSE-ISIN:INE383H01017,INE383H01017,MALUPAPER,CERTIFIED
NSE-ISIN:INE272B01015,INE272B01015,MALWACOTT,CERTIFIED
NSE-ISIN:INE0TO701015,INE0TO701015,MAMATA,CERTIFIED
NSE-ISIN:INE859Q01017,INE859Q01017,MANAKALUCO,CERTIFIED
NSE-ISIN:INE830Q01018,INE830Q01018,MANAKCOAT,CERTIFIED
NSE-ISIN:INE831Q01016,INE831Q01016,BKMINDST,CERTIFIED
NSE-ISIN:INE015D01022,INE015D01022,MANAKSIA,CERTIFIED
NSE-ISIN:INE824Q01011,INE824Q01011,MANAKSTEEL,CERTIFIED
NSE-ISIN:INE201A01024,INE201A01024,MANALIPETC,CERTIFIED
NSE-ISIN:INE993A01026,INE993A01026,MANINDS,CERTIFIED
NSE-ISIN:INE522D01027,INE522D01027,MANAPPURAM,CERTIFIED
NSE-ISIN:INE939X01013,INE939X01013,MANBA,CERTIFIED
NSE-ISIN:INE348N01042,INE348N01042,KDGREEN,CERTIFIED
NSE-ISIN:INE545L01039,INE545L01039,MANCREDIT,CERTIFIED
NSE-ISIN:INE087J01010,INE087J01010,MANDHANA,CERTIFIED
NSE-ISIN:INE584F01014,INE584F01014,MANGALAM,CERTIFIED
NSE-ISIN:INE558B01017,INE558B01017,MANGCHEFER,CERTIFIED
NSE-ISIN:INE347A01017,INE347A01017,MANGLMCEM,CERTIFIED
NSE-ISIN:INE805B01012,INE805B01012,MANGTIMBER,CERTIFIED
NSE-ISIN:INE993A01026,INE993A01026,MANINDS,CERTIFIED
NSE-ISIN:INE949H01015,INE949H01015,MANINFRA,CERTIFIED
NSE-ISIN:INE949H01023,INE949H01023,MANINFRA,CERTIFIED
NSE-ISIN:INE459N01021,INE459N01021,MANIPALHOS,CERTIFIED
NSE-ISIN:INE320D01018,INE320D01018,MANJEERA,CERTIFIED
NSE-ISIN:INE435H01015,INE435H01015,MANJUSHREE,CERTIFIED
NSE-ISIN:INE634S01028,INE634S01028,MANKIND,CERTIFIED
NSE-ISIN:INE784W01015,INE784W01015,MANOMAY,CERTIFIED
NSE-ISIN:INE00VM01036,INE00VM01036,MANORAMA,CERTIFIED
NSE-ISIN:INE370D01013,INE370D01013,MANORG,CERTIFIED
NSE-ISIN:INE122R01018,INE122R01018,MANPASAND,CERTIFIED
NSE-ISIN:INE867A01022,INE867A01022,MANUGRAPH,CERTIFIED
NSE-ISIN:INE825V01034,INE825V01034,MANYAVAR,CERTIFIED
NSE-ISIN:INE0BV301023,INE0BV301023,MAPMYINDIA,CERTIFIED
NSE-ISIN:INE882A01013,INE882A01013,MARALOVER,CERTIFIED
NSE-ISIN:INE182D01012,INE182D01012,MARATHON,CERTIFIED
NSE-ISIN:INE182D01020,INE182D01020,MARATHON,CERTIFIED
NSE-ISIN:INE941E01019,INE941E01019,MARG,CERTIFIED
NSE-ISIN:INE196A01026,INE196A01026,MARICO,CERTIFIED
NSE-ISIN:INE196A01026,INE196A01026,MARICO,CERTIFIED
NSE-ISIN:INE01JE01028,INE01JE01028,MARINE,CERTIFIED
NSE-ISIN:INE0FW001016,INE0FW001016,MARKOLINES,CERTIFIED
NSE-ISIN:INE750C01026,INE750C01026,MARKSANS,CERTIFIED
NSE-ISIN:INE415B01044,INE415B01044,MARSONS,CERTIFIED
NSE-ISIN:INE585B01010,INE585B01010,MARUTI,CERTIFIED
NSE-ISIN:INE348L01012,INE348L01012,MASFIN,CERTIFIED
NSE-ISIN:INE885F01015,INE885F01015,MASKINVEST,CERTIFIED
NSE-ISIN:INE759A01021,INE759A01021,MASTEK,CERTIFIED
NSE-ISIN:INE677D01037,INE677D01037,MASTERTR,CERTIFIED
NSE-ISIN:INE866R01028,INE866R01028,MATRIMONY,CERTIFIED
NSE-ISIN:INE636A01039,INE636A01039,MAWANASUG,CERTIFIED
NSE-ISIN:INE180A01020,INE180A01020,MFSL,CERTIFIED
NSE-ISIN:INE03EI01018,INE03EI01018,MAXESTATES,CERTIFIED
NSE-ISIN:INE027H01010,INE027H01010,MAXHEALTH,CERTIFIED
NSE-ISIN:INE0CG601016,INE0CG601016,MAXIND,CERTIFIED
NSE-ISIN:INE153U01017,INE153U01017,MAXINDIA,CERTIFIED
NSE-ISIN:INE154U01015,INE154U01015,MAXVIL,CERTIFIED
NSE-ISIN:INE450G01024,INE450G01024,VIPCLOTHNG,CERTIFIED
NSE-ISIN:INE369I01014,INE369I01014,IL&FSENGG,CERTIFIED
NSE-ISIN:INE040D01038,INE040D01038,MAYURUNIQ,CERTIFIED
NSE-ISIN:INE885E01034,INE885E01034,MAZDA,CERTIFIED
NSE-ISIN:INE885E01042,INE885E01042,MAZDA,CERTIFIED
NSE-ISIN:INE249Z01012,INE249Z01012,MAZDOCK,CERTIFIED
NSE-ISIN:INE249Z01020,INE249Z01020,MAZDOCK,CERTIFIED
NSE-ISIN:INE900L01010,INE900L01010,MBAPL,CERTIFIED
NSE-ISIN:INE900L01028,INE900L01028,MBAPL,CERTIFIED
NSE-ISIN:INE748A01016,INE748A01016,MBECL,CERTIFIED
NSE-ISIN:INE748A01024,INE748A01024,MBECL,CERTIFIED
NSE-ISIN:INE08N601015,INE08N601015,MBEL,CERTIFIED
NSE-ISIN:INE912H01013,INE912H01013,MBLINFRA,CERTIFIED
NSE-ISIN:INE899L01014,INE899L01014,MBSWITCH,CERTIFIED
NSE-ISIN:INE899L01022,INE899L01022,UJAAS,CERTIFIED
NSE-ISIN:INE435D01014,INE435D01014,MCCHRLS-B,CERTIFIED
NSE-ISIN:INE836H01014,INE836H01014,MCDHOLDING,CERTIFIED
NSE-ISIN:INE854D01016,INE854D01016,MCDOWELL-N,CERTIFIED
NSE-ISIN:INE854D01024,INE854D01024,UNITDSPR,CERTIFIED
NSE-ISIN:INE813V01022,INE813V01022,MCL,CERTIFIED
NSE-ISIN:INE942G01012,INE942G01012,MCLEODRUSS,CERTIFIED
NSE-ISIN:INE613C01026,INE613C01026,MCLOUD,CERTIFIED
NSE-ISIN:INE745G01035,INE745G01035,MCX,CERTIFIED
NSE-ISIN:INE745G01043,INE745G01043,MCX,CERTIFIED
NSE-ISIN:INE474Q01031,INE474Q01031,MEDANTA,CERTIFIED
NSE-ISIN:INE141B01020,INE141B01020,MVLIND,CERTIFIED
NSE-ISIN:INE456Z01021,INE456Z01021,MEDIASSIST,CERTIFIED
NSE-ISIN:INE646B01010,INE646B01010,MEDICAMEQ,CERTIFIED
NSE-ISIN:INE442D01010,INE442D01010,MEDICAPQ,CERTIFIED
NSE-ISIN:INE630Y01024,INE630Y01024,MEDICO,CERTIFIED
NSE-ISIN:INE804L01022,INE804L01022,MEDPLUS,CERTIFIED
NSE-ISIN:INE0VDM01015,INE0VDM01015,MEESHO,CERTIFIED
NSE-ISIN:INE933B01012,INE933B01012,SIGMAADV,CERTIFIED
NSE-ISIN:INE00EM01016,INE00EM01016,MEGASTAR,CERTIFIED
NSE-ISIN:INE974H01013,INE974H01013,MEGH,CERTIFIED
NSE-ISIN:INE0PKD01011,INE0PKD01011,MEIL,CERTIFIED
NSE-ISIN:INE817A01019,INE817A01019,MELSTAR,CERTIFIED
NSE-ISIN:INE650G01029,INE650G01029,MENNPIS,CERTIFIED
NSE-ISIN:INE071D01033,INE071D01033,MENONBE,CERTIFIED
NSE-ISIN:INE776I01010,INE776I01010,MEP,CERTIFIED
NSE-ISIN:INE689O01013,INE689O01013,MERCANTILE,CERTIFIED
NSE-ISIN:INE934B01028,INE934B01028,MERCATOR,CERTIFIED
NSE-ISIN:INE199A01012,INE199A01012,PGHL,CERTIFIED
NSE-ISIN:INE763M01028,INE763M01028,MERCURYEV,CERTIFIED
NSE-ISIN:INE425A01011,INE425A01011,METALFORGE,CERTIFIED
NSE-ISIN:INE592I01029,INE592I01029,METKORE,CERTIFIED
NSE-ISIN:INE317I01021,INE317I01021,METROBRAND,CERTIFIED
NSE-ISIN:INE085D01033,INE085D01033,METROGLOBL,CERTIFIED
NSE-ISIN:INE112L01020,INE112L01020,METROPOLIS,CERTIFIED
NSE-ISIN:INE071N01016,INE071N01016,EPIGRAL,CERTIFIED
NSE-ISIN:INE0US801024,INE0US801024,MFML,CERTIFIED
NSE-ISIN:INE180A01020,INE180A01020,MFSL,CERTIFIED
NSE-ISIN:INE0APB01016,INE0APB01016,MGEL,CERTIFIED
NSE-ISIN:INE0APB01032,INE0APB01032,MGEL,CERTIFIED
NSE-ISIN:INE002S01010,INE002S01010,MGL,CERTIFIED
NSE-ISIN:INE112D01035,INE112D01035,MHLXMIRU,CERTIFIED
NSE-ISIN:INE998I01010,INE998I01010,MHRIL,CERTIFIED
NSE-ISIN:INE287C01029,INE287C01029,MIC,CERTIFIED
NSE-ISIN:INE287C01037,INE287C01037,MICEL,CERTIFIED
NSE-ISIN:INE323A01026,INE323A01026,BOSCHLTD,CERTIFIED
NSE-ISIN:INE019J01013,INE019J01013,SASTASUNDR,CERTIFIED
NSE-ISIN:INE358B01012,INE358B01012,MICROTECH,CERTIFIED
NSE-ISIN:INE747B01016,INE747B01016,NEXTMEDIA,CERTIFIED
NSE-ISIN:INE099Z01011,INE099Z01011,MIDHANI,CERTIFIED
NSE-ISIN:INE0XAD01024,INE0XAD01024,MIDWESTLTD,CERTIFIED
NSE-ISIN:INE898Q01015,INE898Q01015,MIIL,CERTIFIED
NSE-ISIN:INE087J01028,INE087J01028,GBGLOBAL,CERTIFIED
NSE-ISIN:INE00IT01020,INE00IT01020,MILKYMIST,CERTIFIED
NSE-ISIN:INE097E01028,INE097E01028,MINALIND,CERTIFIED
NSE-ISIN:INE842C01021,INE842C01021,MINDACORP,CERTIFIED
NSE-ISIN:INE405E01015,INE405E01015,MINDAIND,CERTIFIED
NSE-ISIN:INE405E01023,INE405E01023,UNOMINDA,CERTIFIED
NSE-ISIN:INE110B01017,INE110B01017,MINDTECK,CERTIFIED
NSE-ISIN:INE018I01017,INE018I01017,MINDTREE,CERTIFIED
NSE-ISIN:INE831A01028,INE831A01028,ONIDA,CERTIFIED
NSE-ISIN:INE771A01026,INE771A01026,MIRZAINT,CERTIFIED
NSE-ISIN:INE771A01026,INE771A01026,MIRZAINT,CERTIFIED
NSE-ISIN:INE828O01033,INE828O01033,MITCON,CERTIFIED
NSE-ISIN:INE997Y01019,INE997Y01019,MITTAL,CERTIFIED
NSE-ISIN:INE997Y01027,INE997Y01027,MITTAL,CERTIFIED
NSE-ISIN:INE227F01010,INE227F01010,MKEXIM,CERTIFIED
NSE-ISIN:INE964W01021,INE964W01021,MKPL,CERTIFIED
NSE-ISIN:INE588G01021,INE588G01021,MLKFOOD,CERTIFIED
NSE-ISIN:INE934B01028,INE934B01028,MERCATOR,CERTIFIED
NSE-ISIN:INE227C01017,INE227C01017,MMFL,CERTIFIED
NSE-ISIN:INE227C01017,INE227C01017,MMFL,CERTIFIED
NSE-ISIN:INE180C01018,INE180C01018,MMFSL,CERTIFIED
NSE-ISIN:INE511Y01018,INE511Y01018,MMP,CERTIFIED
NSE-ISIN:INE123F01029,INE123F01029,MMTC,CERTIFIED
NSE-ISIN:INE200D01020,INE200D01020,MMWL,CERTIFIED
NSE-ISIN:INE0HLU01028,INE0HLU01028,MOBIKWIK,CERTIFIED
NSE-ISIN:INE285B01017,INE285B01017,SPICEJET,CERTIFIED
NSE-ISIN:INE537F01012,INE537F01012,MODINATUR,CERTIFIED
NSE-ISIN:INE832A01018,INE832A01018,MODIRUBBER,CERTIFIED
NSE-ISIN:INE0L0L01012,INE0L0L01012,MODIS,CERTIFIED
NSE-ISIN:INE737D01021,INE737D01021,MODISONLTD,CERTIFIED
NSE-ISIN:INE737D01021,INE737D01021,MODISONLTD,CERTIFIED
NSE-ISIN:INE794W01014,INE794W01014,MODTHREAD,CERTIFIED
NSE-ISIN:INE154B01023,INE154B01023,MOHITE,CERTIFIED
NSE-ISIN:INE954E01012,INE954E01012,MOHITIND,CERTIFIED
NSE-ISIN:INE313D01013,INE313D01013,MOHOTAIND,CERTIFIED
NSE-ISIN:INE313D01013,INE313D01013,MOHOTAIND,CERTIFIED
NSE-ISIN:INE490G01020,INE490G01020,MOIL,CERTIFIED
NSE-ISIN:INE514Y01020,INE514Y01020,MOKSH,CERTIFIED
NSE-ISIN:INE0CT101020,INE0CT101020,MOL,CERTIFIED
NSE-ISIN:INE869T01028,INE869T01028,MOLBIO,CERTIFIED
NSE-ISIN:INE835B01035,INE835B01035,MOLDTECH,CERTIFIED
NSE-ISIN:INE893J01029,INE893J01029,MOLDTKPAC,CERTIFIED
NSE-ISIN:INE1FCO01014,INE1FCO01014,MOMSBELIEF,CERTIFIED
NSE-ISIN:INE903D01011,INE903D01011,MONARCH,CERTIFIED
NSE-ISIN:INE296Q01012,INE296Q01012,MONEYBOXX,CERTIFIED
NSE-ISIN:INE743C01013,INE743C01013,MONNETISPA,CERTIFIED
NSE-ISIN:INE274B01011,INE274B01011,MONSANTO,CERTIFIED
NSE-ISIN:INE950M01013,INE950M01013,MONTECARLO,CERTIFIED
NSE-ISIN:INE138A01028,INE138A01028,PENINLAND,CERTIFIED
NSE-ISIN:INE161G01027,INE161G01027,MORARJEE,CERTIFIED
NSE-ISIN:INE138A01028,INE138A01028,PENINLAND,CERTIFIED
NSE-ISIN:INE161G01019,INE161G01019,MORARJETEX,CERTIFIED
NSE-ISIN:INE472B01011,INE472B01011,BLUECOAST,CERTIFIED
NSE-ISIN:INE083A01026,INE083A01026,MOREPENLAB,CERTIFIED
NSE-ISIN:INE935B01025,INE935B01025,MOSCHIP,CERTIFIED
NSE-ISIN:INE739A01015,INE739A01015,MOSERBAER,CERTIFIED
NSE-ISIN:INE775A01035,INE775A01035,MOTHERSON,CERTIFIED
NSE-ISIN:INE775A01035,INE775A01035,MOTHERSON,CERTIFIED
NSE-ISIN:INE338I01027,INE338I01027,MOTILALOFS,CERTIFIED
NSE-ISIN:INE0FRK01020,INE0FRK01020,MOTISONS,CERTIFIED
NSE-ISIN:INE861B01015,INE861B01015,MOTOGENFIN,CERTIFIED
NSE-ISIN:INE861B01023,INE861B01023,MOTOGENFIN,CERTIFIED
NSE-ISIN:INE493H01014,INE493H01014,MPDL,CERTIFIED
NSE-ISIN:INE087B01017,INE087B01017,ANIKINDS,CERTIFIED
NSE-ISIN:INE356A01018,INE356A01018,MPHASIS,CERTIFIED
NSE-ISIN:INE356A01018,INE356A01018,MPHASIS,CERTIFIED
NSE-ISIN:INE943D01017,INE943D01017,MPSLTD,CERTIFIED
NSE-ISIN:INE883A01011,INE883A01011,MRF,CERTIFIED
NSE-ISIN:INE398B01018,INE398B01018,UMIYA-MRO,CERTIFIED
NSE-ISIN:INE103A01014,INE103A01014,MRPL,CERTIFIED
NSE-ISIN:INE625G01013,INE625G01013,WELPROJ,CERTIFIED
NSE-ISIN:INE829S01016,INE829S01016,MSL,CERTIFIED
NSE-ISIN:INE752G01015,INE752G01015,MSPL,CERTIFIED
NSE-ISIN:INE255X01014,INE255X01014,MSTCLTD,CERTIFIED
NSE-ISIN:INE0FS801015,INE0FS801015,MSUMI,CERTIFIED
NSE-ISIN:INE864I01014,INE864I01014,MTARTECH,CERTIFIED
NSE-ISIN:INE472M01018,INE472M01018,MTEDUCARE,CERTIFIED
NSE-ISIN:INE153A01019,INE153A01019,MTNL,CERTIFIED
NSE-ISIN:INE311H01018,INE311H01018,ELAND,CERTIFIED
NSE-ISIN:INE08KJ01020,INE08KJ01020,MUFIN,CERTIFIED
NSE-ISIN:INE220Q01020,INE220Q01020,MUFTI,CERTIFIED
NSE-ISIN:INE022B01014,INE022B01014,MUKANDENGG,CERTIFIED
NSE-ISIN:INE304A01026,INE304A01026,MUKANDLTD,CERTIFIED
NSE-ISIN:INE596B01017,INE596B01017,MUKESHB,CERTIFIED
NSE-ISIN:INE0CG401037,INE0CG401037,MUKKA,CERTIFIED
NSE-ISIN:INE374B01019,INE374B01019,MUKTAARTS,CERTIFIED
NSE-ISIN:INE742F01042,INE742F01042,ADANIPORTS,CERTIFIED
NSE-ISIN:INE672B01024,INE672B01024,MUNJALAU,CERTIFIED
NSE-ISIN:INE672B01032,INE672B01032,MUNJALAU,CERTIFIED
NSE-ISIN:INE577A01027,INE577A01027,MUNJALSHOW,CERTIFIED
NSE-ISIN:INE806B01028,INE806B01028,MURLIIND,CERTIFIED
NSE-ISIN:INE692B01014,INE692B01014,MURUDCERA,CERTIFIED
NSE-ISIN:INE296G01013,INE296G01013,MUTHOOTCAP,CERTIFIED
NSE-ISIN:INE414G01012,INE414G01012,MUTHOOTFIN,CERTIFIED
NSE-ISIN:INE046W01019,INE046W01019,MUTHOOTMF,CERTIFIED
NSE-ISIN:INE0OWZ01020,INE0OWZ01020,MVELECTRO,CERTIFIED
NSE-ISIN:INE0KNT01012,INE0KNT01012,MVGJL,CERTIFIED
NSE-ISIN:INE744I01034,INE744I01034,MVL,CERTIFIED
NSE-ISIN:INE141B01020,INE141B01020,NOESISIND,CERTIFIED
NSE-ISIN:INE0JYY01029,INE0JYY01029,MWL,CERTIFIED
NSE-ISIN:INE651A01020,INE651A01020,MYSOREBANK,CERTIFIED
NSE-ISIN:INE578A01017,INE578A01017,HEIDELBERG,CERTIFIED
NSE-ISIN:INE741A01011,INE741A01011,MYSORPETRO,CERTIFIED
NSE-ISIN:INE295D01020,INE295D01020,NACLIND,CERTIFIED
NSE-ISIN:INE295D01020,INE295D01020,NACLIND,CERTIFIED
NSE-ISIN:INE454M01024,INE454M01024,NAGAFERT,CERTIFIED
NSE-ISIN:INE868B01028,INE868B01028,NCC,CERTIFIED
NSE-ISIN:INE453M01018,INE453M01018,NAGAROIL,CERTIFIED
NSE-ISIN:INE854B01010,INE854B01010,JAYNECOIND,CERTIFIED
NSE-ISIN:INE245I01016,INE245I01016,NAGREEKCAP,CERTIFIED
NSE-ISIN:INE123B01028,INE123B01028,NAGREEKEXP,CERTIFIED
NSE-ISIN:INE049I01012,INE049I01012,NAHARCAP,CERTIFIED
NSE-ISIN:INE308A01027,INE308A01027,NAHARPOLY,CERTIFIED
NSE-ISIN:INE289A01011,INE289A01011,NAHARINDUS,CERTIFIED
NSE-ISIN:INE308A01027,INE308A01027,NAHARPOLY,CERTIFIED
NSE-ISIN:INE308A01027,INE308A01027,NAHARPOLY,CERTIFIED
NSE-ISIN:INE290A01027,INE290A01027,NAHARSPING,CERTIFIED
NSE-ISIN:INE559B01023,INE559B01023,NAKODA,CERTIFIED
NSE-ISIN:INE298J01013,INE298J01013,NAM-INDIA,CERTIFIED
NSE-ISIN:INE875G01022,INE875G01022,NANDAN,CERTIFIED
NSE-ISIN:INE696V01013,INE696V01013,JAIPURKURT,CERTIFIED
NSE-ISIN:INE117Z01029,INE117Z01029,NARMADA,CERTIFIED
NSE-ISIN:INE936B01015,INE936B01015,NATCAPSUQ,CERTIFIED
NSE-ISIN:INE987B01018,INE987B01018,NATCOPHARM,CERTIFIED
NSE-ISIN:INE987B01018,INE987B01026,NATCOPHARM,CERTIFIED
NSE-ISIN:INE448G01010,INE448G01010,NATHBIOGEN,CERTIFIED
NSE-ISIN:INE778A01021,INE778A01021,TECHIN,CERTIFIED
NSE-ISIN:INE139A01034,INE139A01034,NATIONALUM,CERTIFIED
NSE-ISIN:INE166R01015,INE166R01015,NATIONSTD,CERTIFIED
NSE-ISIN:INE088B01015,INE088B01015,NATNLSTEEL,CERTIFIED
NSE-ISIN:INE663F01024,INE663F01024,NAUKRI,CERTIFIED
NSE-ISIN:INE663F01032,INE663F01032,NAUKRI,CERTIFIED
NSE-ISIN:INE725A01030,INE725A01030,NAVA,CERTIFIED
NSE-ISIN:INE725A01022,INE725A01022,NBVENTURES,CERTIFIED
NSE-ISIN:INE048G01018,INE048G01018,NAVINFLUOR,CERTIFIED
NSE-ISIN:INE048G01026,INE048G01026,NAVINFLUOR,CERTIFIED
NSE-ISIN:INE278M01019,INE278M01019,NAVKARCORP,CERTIFIED
NSE-ISIN:INE268H01044,INE268H01044,NAVKARURB,CERTIFIED
NSE-ISIN:INE060A01024,INE060A01024,NAVNETEDUL,CERTIFIED
NSE-ISIN:INE060A01024,INE060A01024,NAVNETEDUL,CERTIFIED
NSE-ISIN:INE418L01021,INE418L01021,NAZARA,CERTIFIED
NSE-ISIN:INE418L01047,INE418L01047,NAZARA,CERTIFIED
NSE-ISIN:INE095N01015,INE095N01015,NBCC,CERTIFIED
NSE-ISIN:INE095N01015,INE095N01023,NBCC,CERTIFIED
NSE-ISIN:INE095N01015,INE095N01031,NBCC,CERTIFIED
NSE-ISIN:INE365I01012,INE365I01012,NBIFIN,CERTIFIED
NSE-ISIN:INE365I01020,INE365I01020,NBIFIN,CERTIFIED
NSE-ISIN:INE725A01022,INE725A01022,NBVENTURES,CERTIFIED
NSE-ISIN:INE725A01030,INE725A01030,NAVA,CERTIFIED
NSE-ISIN:INE868B01028,INE868B01028,NCC,CERTIFIED
NSE-ISIN:INE732C01016,INE732C01016,NCLIND,CERTIFIED
NSE-ISIN:INE846H01039,INE846H01039,NCOPPER,CERTIFIED
NSE-ISIN:INE756C01015,INE756C01015,NDGL,CERTIFIED
NSE-ISIN:INE875G01030,INE875G01030,NDL,CERTIFIED
NSE-ISIN:INE875G01048,INE875G01048,NDL,CERTIFIED
NSE-ISIN:INE353A01023,INE353A01023,NDLVENTURE,CERTIFIED
NSE-ISIN:INE07OG01012,INE07OG01012,NDRAUTO,CERTIFIED
NSE-ISIN:INE155G01029,INE155G01029,NDTV,CERTIFIED
NSE-ISIN:INE605D01012,INE605D01012,NEAGI,CERTIFIED
NSE-ISIN:INE553C01016,INE553C01016,NECCLTD,CERTIFIED
NSE-ISIN:INE023H01027,INE023H01027,NECLIFE,CERTIFIED
NSE-ISIN:INE189I01024,INE189I01024,NELCAST,CERTIFIED
NSE-ISIN:INE045B01015,INE045B01015,NELCO,CERTIFIED
NSE-ISIN:INE695B01025,INE695B01025,COUNCODOS,CERTIFIED
NSE-ISIN:INE136S01016,INE136S01016,NEOGEN,CERTIFIED
NSE-ISIN:INE588A01016,INE588A01016,NEPCMICON,CERTIFIED
NSE-ISIN:INE428V01029,INE428V01029,NEPHROPLUS,CERTIFIED
NSE-ISIN:INE317F01027,INE317F01027,NESCO,CERTIFIED
NSE-ISIN:INE317F01035,INE317F01035,NESCO,CERTIFIED
NSE-ISIN:INE239A01016,INE239A01016,NESTLEIND,CERTIFIED
NSE-ISIN:INE239A01024,INE239A01024,NESTLEIND,CERTIFIED
NSE-ISIN:INE553E01012,INE553E01012,NET4,CERTIFIED
NSE-ISIN:INE553E01012,INE553E01012,NET4,CERTIFIED
NSE-ISIN:INE0NT901020,INE0NT901020,NETWEB,CERTIFIED
NSE-ISIN:INE870H01013,INE870H01013,NETWORK18,CERTIFIED
NSE-ISIN:INE333I01044,INE333I01044,NEUEON,CERTIFIED
NSE-ISIN:INE794A01010,INE794A01010,NEULANDLAB,CERTIFIED
NSE-ISIN:INE619B01017,INE619B01017,NEWGEN,CERTIFIED
NSE-ISIN:INE747B01016,INE747B01016,NEXTMEDIA,CERTIFIED
NSE-ISIN:INE589A01014,INE589A01014,NLCINDIA,CERTIFIED
NSE-ISIN:INE870D01012,INE870D01012,NFL,CERTIFIED
NSE-ISIN:INE236Y01012,INE236Y01012,NGIL,CERTIFIED
NSE-ISIN:INE887E01022,INE887E01022,NGLFINE,CERTIFIED
NSE-ISIN:INE410P01011,INE410P01011,NH,CERTIFIED
NSE-ISIN:INE848E01016,INE848E01016,NHPC,CERTIFIED
NSE-ISIN:INE470Y01017,INE470Y01017,NIACL,CERTIFIED
NSE-ISIN:INE149O01018,INE149O01018,NIBE,CERTIFIED
NSE-ISIN:INE047O01014,INE047O01014,NIBL,CERTIFIED
NSE-ISIN:INE241C01026,INE241C01026,NICCO,CERTIFIED
NSE-ISIN:INE653C01022,INE653C01022,NICCOPAR,CERTIFIED
NSE-ISIN:INE140A01024,INE140A01024,PIRHEALTH,CERTIFIED
NSE-ISIN:INE161A01038,INE161A01038,NIITLTD,CERTIFIED
NSE-ISIN:INE342G01023,INE342G01023,NIITMTS,CERTIFIED
NSE-ISIN:INE591G01017,INE591G01017,NIITTECH,CERTIFIED
NSE-ISIN:INE937C01029,INE937C01029,NILAINFRA,CERTIFIED
NSE-ISIN:INE00S901012,INE00S901012,NILASPACES,CERTIFIED
NSE-ISIN:INE445D01013,INE445D01013,NILE,CERTIFIED
