instrument_id,symbol,action,announcement_date,publication_timestamp,effective_date,known_at,known_at_basis,source,review_status
NSE-ISIN:INE264A01014,GSKCONS,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE322A01010,GILLETTE,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE414G01012,MUTHOOTFIN,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE455I01029,KSCL,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE463A01020,BERGEPAINT,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE494B01023,TVSMOTOR,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE503A01015,DCBBANK,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE510A01028,ENGINERSIN,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE532F01054,EDELWEISS,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE612J01015,REPCOHOME,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE621H01010,RELIGARE,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE705A01016,VIJAYABANK,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE738I01010,ECLERX,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE752H01013,CARERATING,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE811K01011,PRESTIGE,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE814H01011,ADANIPOWER,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE824B01021,BHUSANSTL,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE849A01012,TRENT,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE854D01016,MCDOWELL-N,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE901L01018,APLLTD,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE918I01018,BAJAJFINSV,DROP,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE956G01038,WABAG,ADD,2014-08-20,2014-08-21 09:15:00+05:30,2014-09-19,2014-08-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20082014.pdf,ACCEPTED
NSE-ISIN:INE015A01028,RANBAXY,DROP,2014-11-18,2014-11-19 09:15:00+05:30,2014-11-28,2014-11-19 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs18112014.pdf,ACCEPTED
NSE-ISIN:INE051B01021,VAKRANGEE,ADD,2014-11-18,2014-11-19 09:15:00+05:30,2014-11-28,2014-11-19 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs18112014.pdf,ACCEPTED
NSE-ISIN:INE007A01025,CRISIL,ADD,2015-01-23,2015-01-27 09:15:00+05:30,2015-02-02,2015-01-27 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs23012015.pdf,ACCEPTED
NSE-ISIN:INE034A01011,ARVIND,DROP,2015-01-23,2015-01-27 09:15:00+05:30,2015-02-02,2015-01-27 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs23012015.pdf,ACCEPTED
NSE-ISIN:INE166A01011,INGVYSYABK,DROP,2015-01-21,2015-01-22 09:15:00+05:30,2015-02-02,2015-01-22 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs21012015.pdf,ACCEPTED
NSE-ISIN:INE918I01018,BAJAJFINSV,ADD,2015-01-21,2015-01-22 09:15:00+05:30,2015-02-02,2015-01-22 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs21012015.pdf,ACCEPTED
NSE-ISIN:INE008I01026,COX&KINGS,ADD,2015-03-18,2015-03-19 09:15:00+05:30,2015-03-27,2015-03-19 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs18032015_2.pdf,ACCEPTED
NSE-ISIN:INE152A01029,THERMAX,DROP,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE159A01016,GLAXO,DROP,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE264A01014,GSKCONS,ADD,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE314A01017,CMC,DROP,2015-03-18,2015-03-19 09:15:00+05:30,2015-03-27,2015-03-19 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs18032015_2.pdf,ACCEPTED
NSE-ISIN:INE331A01037,RAMCOCEM,DROP,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE351F01018,JPPOWER,DROP,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE356A01018,MPHASIS,DROP,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE463A01038,BERGEPAINT,ADD,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE562A01011,INDIANB,DROP,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE580B01029,GRUH,ADD,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE591G01017,NIITTECH,DROP,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE786A01032,JKLAKSHMI,ADD,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE854D01016,MCDOWELL-N,ADD,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE868B01028,NCC,ADD,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE891D01026,REDINGTON,ADD,2015-02-20,2015-02-23 09:15:00+05:30,2015-03-27,2015-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs20022015.pdf,ACCEPTED
NSE-ISIN:INE043D01016,IDFC,DROP,2015-04-29,2015-04-30 09:15:00+05:30,2015-05-29,2015-04-30 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs29042015.pdf,ACCEPTED
NSE-ISIN:INE200A01026,ALSTOMT&D,ADD,2015-04-29,2015-04-30 09:15:00+05:30,2015-05-29,2015-04-30 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs29042015.pdf,ACCEPTED
NSE-ISIN:INE423A01024,ADANIENT,DROP,2015-04-29,2015-04-30 09:15:00+05:30,2015-05-29,2015-04-30 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs29042015.pdf,ACCEPTED
NSE-ISIN:INE491A01021,CUB,ADD,2015-04-29,2015-04-30 09:15:00+05:30,2015-05-29,2015-04-30 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs29042015.pdf,ACCEPTED
NSE-ISIN:INE031B01049,AJANTPHARM,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE053A01029,INDHOTEL,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE067A01029,CROMPGREAV,DROP,2015-08-24,2015-08-25 09:15:00+05:30,2015-09-28,2015-08-25 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs24082015.pdf,ACCEPTED
NSE-ISIN:INE124G01033,DELTACORP,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE139A01034,NATIONALUM,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE180A01020,MAX,DROP,2015-08-24,2015-08-25 09:15:00+05:30,2015-09-28,2015-08-25 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs24082015.pdf,ACCEPTED
NSE-ISIN:INE217B01028,KAJARIACER,ADD,2015-08-24,2015-08-25 09:15:00+05:30,2015-09-28,2015-08-25 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs24082015.pdf,ACCEPTED
NSE-ISIN:INE226H01026,SADBHAV,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE232I01014,SPARC,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE343B01030,RAJESHEXPO,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE414G01012,MUTHOOTFIN,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE429C01035,SINTEX,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE532F01054,EDELWEISS,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE565A01014,IOB,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE603J01030,PIIND,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE647A01010,SRF,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE691A01018,UCOBANK,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE787D01026,BALKRISIND,ADD,2015-08-24,2015-08-25 09:15:00+05:30,2015-09-28,2015-08-25 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs24082015.pdf,ACCEPTED
NSE-ISIN:INE813H01021,TORNTPOWER,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE814H01011,ADANIPOWER,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE942G01012,MCLEODRUSS,DROP,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE987B01018,NATCOPHARM,ADD,2015-08-12,2015-08-13 09:15:00+05:30,2015-09-28,2015-08-13 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs12082015.pdf,ACCEPTED
NSE-ISIN:INE069A01017,ABIRLANUVO,DROP,2015-09-18,2015-09-21 09:15:00+05:30,2015-10-19,2015-09-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs18092015.pdf,ACCEPTED
NSE-ISIN:INE852F01015,GDL,ADD,2015-09-18,2015-09-21 09:15:00+05:30,2015-10-19,2015-09-21 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs18092015.pdf,ACCEPTED
NSE-ISIN:IN9155A01020,TATAMTRDVR,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE008I01026,COX&KINGS,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE017A01032,GESHIP,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE034A01011,ARVIND,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE039A01010,IFCI,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE043D01016,IDFC,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE053A01029,INDHOTEL,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE061F01013,FORTIS,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE066P01011,INOXWIND,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE069I01010,IBREALEST,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE095N01015,NBCC,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE123F01029,MMTC,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE130C01021,AMTEKAUTO,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE139A01034,NATIONALUM,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE141A01014,ORIENTBANK,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE152A01029,THERMAX,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE159A01016,GLAXO,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE168A01017,J&KBANK,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE175A01038,JISLJALEQS,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE179A01014,PGHH,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE182A01018,PFIZER,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE191I01012,HDIL,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE192B01031,WELSPUNIND,ADD,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
NSE-ISIN:INE200A01026,ALSTOMT&D,DROP,2016-02-22,2016-02-23 09:15:00+05:30,2016-04-01,2016-02-23 09:15:00+05:30,DATE_ONLY_CONSERVATIVE_NEXT_SESSION,https://www.niftyindices.com/Press_Release/ind_prs22022016_2.pdf,ACCEPTED
