date,count_before,count_after,expected_count,event_count_on_session,events_on_session,missing_from_replay,unexpected_in_replay,source_url,source_sha256,identity_status,likely_root_cause
2014-09-19,200,201,200,38,DROP:CRISIL;DROP:GESHIP;DROP:VAKRANGEE;DROP:RENUKA;DROP:BAJAJHLDNG;ADD:DELTACORP;ADD:AMTEKAUTO;DROP:CYIENT;ADD:NATIONALUM;DROP:COROMANDEL;ADD:CASTROLIND;ADD:SKSMICRO;DROP:SUPREMEIND;ADD:MARICO;ADD:DHFL;ADD:IOC;DROP:GSKCONS;DROP:GILLETTE;ADD:MUTHOOTFIN;ADD:KSCL;DROP:BERGEPAINT;ADD:TVSMOTOR;ADD:DCBBANK;ADD:ENGINERSIN;ADD:EDELWEISS;ADD:REPCOHOME;DROP:RELIGARE;DROP:VIJAYABANK;DROP:ECLERX;ADD:CARERATING;ADD:PRESTIGE;DROP:ADANIPOWER;DROP:BHUSANSTL;DROP:TRENT;DROP:MCDOWELL-N;ADD:APLLTD;DROP:BAJAJFINSV;ADD:WABAG,UNRESOLVED_INITIAL_ANCHOR,,,,NOT_ASSERTED,NO_CERTIFIABLE_2012_01_02_ANCHOR
