month,official_snapshot_found,observed_count,expected_count,source_url,archive_url,source_sha,replay_member_count,snapshot_vs_replay_diff,status,action_needed
2012-01,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJan2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-02,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataFeb2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-03,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMar2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-04,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataApr2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-05,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMay2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-06,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJun2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-07,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataJul2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-08,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataAug2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-09,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-10,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataOct2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
2012-11,FALSE,0,200,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataNov2012.zip,,2e87473e6cabf210c1a9949f16dae74a8dddb2a90e3b1982f594fe31c778601d,,,E_HTML_RESPONSE_NOT_ARCHIVE,"The monthly ZIP URL returned HTML, not a constituent archive; inspect the response and retrieve an alternative source."
