symbol,company_name,first_observed,last_observed,observation_count,instrument_id,isin,resolution_status,resolution_method,confidence,root_cause,source_url,source_sha256,source_tier,review_status,notes
ASTERDM,Aster DM Healthcare Limited,2018-02-26,,0,NSE-ISIN:INE914M01019,INE914M01019,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ASTERSILI,Aster Silicates Limited,2010-07-28,,0,NSE-ISIN:INE900K01012,INE900K01012,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,http://nseindia.com/content/equities/EQUITY_L.csv,c1b9cb0b8404070bee7a01a4824972d5913bb348cf082aff8344de1513a32067,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ASTRAIDL,AstraZeneca Pharma India Limited,2001-05-04,,0,NSE-ISIN:INE203A01020,INE203A01020,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://nsearchives.nseindia.com/content/equities/symbolchange.csv,647cb988b3957e948b2847d740490ab340db5ecbc4b6195d0ed6ffe8180f0280,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ASTRAL,Astral Poly Technik Limited,2021-09-30,2022-03-31,7,NSE-ISIN:INE006I01020,INE006I01020,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,http://nseindia.com/content/equities/EQUITY_L.csv,c1b9cb0b8404070bee7a01a4824972d5913bb348cf082aff8344de1513a32067,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ASTRAL,Astral Limited,2021-09-30,2022-03-31,7,NSE-ISIN:INE006I01046,INE006I01046,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ASTRAMICRO,Astra Microwave Products Limited,2004-11-01,,0,NSE-ISIN:INE386C01029,INE386C01029,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ASTRAZEN,AstraZeneca Pharma India Limited,2001-05-04,,0,NSE-ISIN:INE203A01020,INE203A01020,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ASTRON,Astron Paper & Board Mill Limited,2017-12-29,,0,NSE-ISIN:INE646X01014,INE646X01014,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATALREAL,Atal Realtech Limited,2023-05-12,,0,NSE-ISIN:INE0ALR01029,INE0ALR01029,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATAM,Atam Valves Limited,2023-05-10,,0,NSE-ISIN:INE09KD01013,INE09KD01013,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATFL,Sundrop Brands Limited,2002-12-06,,0,NSE-ISIN:INE209A01019,INE209A01019,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://nsearchives.nseindia.com/content/equities/symbolchange.csv,647cb988b3957e948b2847d740490ab340db5ecbc4b6195d0ed6ffe8180f0280,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATGL,,2021-01-29,2022-03-31,15,NSE-ISIN:INE399L01023,INE399L01023,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/historical/EQUITIES/2021/MAR/cm31MAR2021bhav.csv.zip,797314c384df3fc90d1d34afaba423e3876e292df0e7a5a4d3f1a0968c7622e8,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATHERENERG,Ather Energy Limited,2025-05-06,,0,NSE-ISIN:INE0LEZ01016,INE0LEZ01016,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATL,Allcargo Terminals Limited,2023-08-10,,0,NSE-ISIN:INE0NN701020,INE0NN701020,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATLANTA,ATLANTAA LIMITED,2006-09-25,,0,NSE-ISIN:INE285H01022,INE285H01022,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://nsearchives.nseindia.com/content/equities/symbolchange.csv,647cb988b3957e948b2847d740490ab340db5ecbc4b6195d0ed6ffe8180f0280,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATLANTAA,ATLANTAA LIMITED,2006-09-25,,0,NSE-ISIN:INE285H01022,INE285H01022,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATLANTAELE,Atlanta Electricals Limited,2025-09-29,,0,NSE-ISIN:INE0Z4F01028,INE0Z4F01028,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATLASCYCLE,Atlas Cycles (Haryana) Limited,2000-04-26,,0,NSE-ISIN:INE446A01017,INE446A01017,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20170704082238id_/https://www.nseindia.com/content/equities/EQUITY_L.csv,40b03e51c40616bb14207e0066a8d9f6dcfbd0734a37adf670629a60340a4fb8,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATLASCYCLE,Atlas Cycles (Haryana) Limited,1996-10-23,,0,NSE-ISIN:INE446A01025,INE446A01025,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATNINTER,ATN International Limited,2006-09-01,,0,NSE-ISIN:INE803A01027,INE803A01027,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,http://nseindia.com/content/equities/EQUITY_L.csv,c1b9cb0b8404070bee7a01a4824972d5913bb348cf082aff8344de1513a32067,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATUL,Atul Limited,1998-05-06,,0,NSE-ISIN:INE100A01010,INE100A01010,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATULAUTO,Atul Auto Limited,2013-06-26,,0,NSE-ISIN:INE951D01028,INE951D01028,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
ATULPROD,Atul Limited,1998-05-06,,0,NSE-ISIN:INE100A01010,INE100A01010,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://nsearchives.nseindia.com/content/equities/symbolchange.csv,647cb988b3957e948b2847d740490ab340db5ecbc4b6195d0ed6ffe8180f0280,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUBANK,,2018-02-28,2022-03-31,50,NSE-ISIN:INE949L01017,INE949L01017,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/historical/EQUITIES/2021/MAR/cm31MAR2021bhav.csv.zip,797314c384df3fc90d1d34afaba423e3876e292df0e7a5a4d3f1a0968c7622e8,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUGMONT,Augmont Enterprises Limited,2026-08-31,,0,NSE-ISIN:INE16W401027,INE16W401027,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AURIONPRO,Aurionpro Solutions Limited,2005-10-25,,0,NSE-ISIN:INE132H01018,INE132H01018,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUROPHARMA,Aurobindo Pharma Ltd.,2013-04-18,2022-03-31,108,NSE-ISIN:INE406A01037,INE406A01037,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/historical/EQUITIES/2016/SEP/cm30SEP2016bhav.csv.zip,85d073115ed588f5a00e0e511f852c9259eef2d305cdc55196b566637fce6b57,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AURUM,Aurum PropTech Limited,2015-08-19,,0,NSE-ISIN:INE898S01029,INE898S01029,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AURUS,AURUS GEM CORPORATION LIMITED,2013-11-05,,0,NSE-ISIN:INE142K01011,INE142K01011,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUSOMENT,Ausom Enterprise Limited,1996-04-17,,0,NSE-ISIN:INE218C01016,INE218C01016,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUSTENG,Austin Engineering Company  Limited,2026-08-17,,0,NSE-ISIN:INE759F01012,INE759F01012,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUSTRAL,Austral Coke & Projects Limited,2008-09-04,,0,NSE-ISIN:INE455J01027,INE455J01027,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20170704082238id_/https://www.nseindia.com/content/equities/EQUITY_L.csv,40b03e51c40616bb14207e0066a8d9f6dcfbd0734a37adf670629a60340a4fb8,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUTOAXLES,Automotive Axles Limited,2003-05-29,,0,NSE-ISIN:INE449A01011,INE449A01011,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUTOIND,Autoline Industries Limited,2007-01-31,,0,NSE-ISIN:INE718H01014,INE718H01014,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AUTOLITIND,Autolite (India) Limited,1995-05-31,,0,NSE-ISIN:INE448A01013,INE448A01013,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20170704082238id_/https://www.nseindia.com/content/equities/EQUITY_L.csv,40b03e51c40616bb14207e0066a8d9f6dcfbd0734a37adf670629a60340a4fb8,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVADHSUGAR,Avadh Sugar & Energy Limited,2017-07-28,,0,NSE-ISIN:INE349W01017,INE349W01017,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVALON,Avalon Technologies Limited,2023-04-18,,0,NSE-ISIN:INE0LCL01028,INE0LCL01028,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVANCE,Avance Technologies Limited,2026-08-17,,0,NSE-ISIN:INE758A01072,INE758A01072,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVANTEL,Avantel Limited,2024-07-31,,0,NSE-ISIN:INE005B01027,INE005B01027,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVANTIFEED,Avanti Feeds Limited,2018-09-28,2019-02-28,6,NSE-ISIN:INE871C01020,INE871C01020,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20170704082238id_/https://www.nseindia.com/content/equities/EQUITY_L.csv,40b03e51c40616bb14207e0066a8d9f6dcfbd0734a37adf670629a60340a4fb8,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVANTIFEED,Avanti Feeds Limited,2018-09-28,2019-02-28,6,NSE-ISIN:INE871C01038,INE871C01038,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVAYAGCL,AGC Networks Limited,2003-07-22,,0,NSE-ISIN:INE676A01019,INE676A01019,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://nsearchives.nseindia.com/content/equities/symbolchange.csv,647cb988b3957e948b2847d740490ab340db5ecbc4b6195d0ed6ffe8180f0280,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVENTIS,Sanofi India Limited,2003-05-19,,0,NSE-ISIN:INE058A01010,INE058A01010,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://nsearchives.nseindia.com/content/equities/symbolchange.csv,647cb988b3957e948b2847d740490ab340db5ecbc4b6195d0ed6ffe8180f0280,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVG,AVG Logistics Limited,2023-05-12,,0,NSE-ISIN:INE680Z01018,INE680Z01018,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVL,Aditya Vision Limited,2024-11-06,,0,NSE-ISIN:INE679V01027,INE679V01027,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVONMORE,Avonmore Capital & Management Services Limited,2023-01-04,,0,NSE-ISIN:INE323B01024,INE323B01024,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVONMPL,AVRO INDIA LIMITED,2022-04-07,,0,NSE-ISIN:INE652Z01025,INE652Z01025,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://nsearchives.nseindia.com/content/equities/symbolchange.csv,647cb988b3957e948b2847d740490ab340db5ecbc4b6195d0ed6ffe8180f0280,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVROIND,AVRO INDIA LIMITED,2022-04-07,,0,NSE-ISIN:INE652Z01025,INE652Z01025,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVTNPL,AVT Natural Products Limited,2007-01-10,,0,NSE-ISIN:INE488D01013,INE488D01013,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,http://nseindia.com/content/equities/EQUITY_L.csv,c1b9cb0b8404070bee7a01a4824972d5913bb348cf082aff8344de1513a32067,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AVTNPL,AVT Natural Products Limited,2007-01-10,,0,NSE-ISIN:INE488D01021,INE488D01021,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AWFIS,Awfis Space Solutions Limited,2024-05-30,,0,NSE-ISIN:INE108V01019,INE108V01019,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AWHCL,Antony Waste Handling Cell Limited,2021-01-01,,0,NSE-ISIN:INE01BK01022,INE01BK01022,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AWL,AWL Agri Business Limited,2022-02-08,,0,NSE-ISIN:INE699H01024,INE699H01024,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AXIS-IT&T,AXISCADES Technologies Limited,2000-12-21,,0,NSE-ISIN:INE555B01013,INE555B01013,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://nsearchives.nseindia.com/content/equities/symbolchange.csv,647cb988b3957e948b2847d740490ab340db5ecbc4b6195d0ed6ffe8180f0280,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AXISBANK,Axis Bank Limited,2013-04-18,2022-03-31,108,NSE-ISIN:INE238A01026,INE238A01026,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,http://nseindia.com/content/equities/EQUITY_L.csv,c1b9cb0b8404070bee7a01a4824972d5913bb348cf082aff8344de1513a32067,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AXISBANK,Axis Bank Ltd.,2013-04-18,2022-03-31,108,NSE-ISIN:INE238A01034,INE238A01034,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/historical/EQUITIES/2016/SEP/cm30SEP2016bhav.csv.zip,85d073115ed588f5a00e0e511f852c9259eef2d305cdc55196b566637fce6b57,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AXISCADES,AXISCADES Technologies Limited,2000-12-21,,0,NSE-ISIN:INE555B01013,INE555B01013,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AXITA,Axita Cotton Limited,2022-06-21,,0,NSE-ISIN:INE02EZ01022,INE02EZ01022,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AXTEL,Axtel Industries Limited,2026-08-17,,0,NSE-ISIN:INE767C01012,INE767C01012,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AYE,Aye Finance Limited,2026-02-16,,0,NSE-ISIN:INE501X01029,INE501X01029,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AYMSYNTEX,AYM Syntex Limited,2015-08-14,,0,NSE-ISIN:INE193B01039,INE193B01039,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://web.archive.org/web/20210516062344id_/https://archives.nseindia.com/content/equities/EQUITY_L.csv,d3fcd3263c62cb497dfc9327b73d121ef22cc550395d88ada1d5b5760ac42620,A2,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
AZAD,Azad Engineering Limited,2023-12-28,,0,NSE-ISIN:INE02IJ01035,INE02IJ01035,ACCEPTED_CURRENT_MASTER,EXACT_CURRENT_SYMBOL,CERTIFIED,Current official NSE security master exact match,https://archives.nseindia.com/content/equities/EQUITY_L.csv,9002e14e0ed653c70f49710e4c77e83dc8b62d450ab2052a58783d8ce575d105,A1,ACCEPTED,Current listing evidence is not by itself historical anchor evidence.
