checkpoint_date,row_number,symbol,raw_text,source_member,source_page,suspect_row,suspect_reason
2016-04-29,1,ABB,ABB ABB India Ltd. ELECTRICAL EQUIPMENT 1297.30 0.186873,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,2,ACC,ACC ACC Ltd. CEMENT AND CEMENT PRODUCTS 1443.15 0.3613579,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,3,ADANIENT,ADANIENT Adani Enterprises Ltd. TRADING 86.70 0.062384,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,4,ADANIPORTS,ADANIPORTS Adani Ports and Special Economic Zone Ltd. SHIPPING 238.20 0.5821705,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,5,ADANIPOWER,ADANIPOWER Adani Power Ltd. POWER 32.05 0.082917,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,6,AIAENG,AIAENG AIA Engineering Ltd. ELECTRICAL EQUIPMENT 990.90 0.093552,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,7,AJANTPHARM,AJANTPHARM Ajanta Pharmaceuticals Ltd. PHARMACEUTICALS 1514.50 0.093465,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,8,ALBK,ALBK Allahabad Bank BANKS 58.25 0.031294,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,9,AMARAJABAT,AMARAJABAT Amara Raja Batteries Ltd. AUTO ANCILLARIES 955.85 0.217837,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,10,AMBUJACEM,AMBUJACEM Ambuja Cements Ltd. CEMENT AND CEMENT PRODUCTS 221.00 0.4617148,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,11,APLLTD,APLLTD Alembic Pharmaceuticals Ltd. PHARMACEUTICALS 602.50 0.082953,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,12,APOLLOHOSP,APOLLOHOSP Apollo Hospitals Enterprises Ltd. MISCELLANEOUS 1312.15 0.2710040,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,13,APOLLOTYRE,APOLLOTYRE Apollo Tyres Ltd. TYRES 160.15 0.124565,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,14,ARVIND,ARVIND Arvind Ltd. TEXTILE PRODUCTS 277.35 0.114011,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,15,ASHOKLEY,ASHOKLEY Ashok Leyland Ltd. AUTOMOBILES - 4 WHEELERS 106.80 0.4015197,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,16,ASIANPAINT,ASIANPAINT Asian Paints Ltd. PAINTS 866.25 1.0439053,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,17,AUROPHARMA,AUROPHARMA Aurobindo Pharma Ltd. PHARMACEUTICALS 759.95 0.5420444,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,18,AXISBANK,AXISBANK Axis Bank Ltd. BANKS 472.40 2.0978719,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,19,BAJAJ-AUTO,BAJAJ-AUTO Bajaj Auto Ltd. AUTOMOBILES - 2 AND 3 WHEELERS 2491.95 0.9234612,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,20,BAJAJFINSV,BAJAJFINSV Bajaj Finserv Ltd. FINANCE 1875.35 0.3111641,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,21,BAJFINANCE,BAJFINANCE Bajaj Finance Ltd. FINANCE 6829.10 0.3814348,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,22,BANKBARODA,BANKBARODA Bank of Baroda BANKS 157.90 0.4014917,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,23,BANKINDIA,BANKINDIA Bank of India BANKS 92.50 0.062253,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,24,BATAINDIA,BATAINDIA Bata India Ltd. LEATHER AND LEATHER PRODUCTS 584.20 0.093529,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,25,BEL,BEL Bharat Electronics Ltd. ELECTRONICS - INDUSTRIAL 1181.85 0.197091,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,26,BEML,BEML BEML Ltd. ENGINEERING 920.95 0.051764,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,27,BERGEPAINT,BERGEPAINT Berger Paints India Ltd. PAINTS 257.50 0.124464 1,nifty200_Apr2016.pdf,1,FALSE,
2016-04-29,28,BHARATFORG,BHARATFORG Bharat Forge Ltd. CASTINGS/FORGINGS 798.10 0.269847,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,29,BHARTIARTL,BHARTIARTL Bharti Airtel Ltd. TELECOMMUNICATION - SERVICES 363.60 1.3149417,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,30,BHEL,BHEL Bharat Heavy Electricals Ltd. ELECTRICAL EQUIPMENT 125.40 0.3011356,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,31,BIOCON,BIOCON Biocon Ltd. PHARMACEUTICALS 585.40 0.113981,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,32,BOSCHLTD,BOSCHLTD Bosch Ltd. AUTO ANCILLARIES 19664.00 0.4817905,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,33,BPCL,BPCL Bharat Petroleum Corporation Ltd. REFINERIES 978.00 0.6825458,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,34,BRITANNIA,BRITANNIA Britannia Industries Ltd. FOOD AND FOOD PROCESSING 2862.60 0.4516829,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,35,CADILAHC,CADILAHC Cadila Healthcare Ltd. PHARMACEUTICALS 327.60 0.228384,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,36,CAIRN,CAIRN Cairn India Ltd. OIL EXPLORATION/PRODUCTION 145.15 0.228164,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,37,CANBK,CANBK Canara Bank BANKS 205.95 0.082908,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,38,CASTROLIND,CASTROLIND Castrol India Ltd. PETROCHEMICALS 396.30 0.155684,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,39,CENTRALBK,CENTRALBK Central Bank of India BANKS 82.05 0.051905,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,40,CENTURYTEX,CENTURYTEX Century Textile & Industries Ltd. CEMENT AND CEMENT PRODUCTS 638.45 0.093352,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,41,CESC,CESC CESC Ltd. POWER 538.50 0.093569,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,42,CIPLA,CIPLA Cipla Ltd. PHARMACEUTICALS 537.00 0.7227179,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,43,COALINDIA,COALINDIA Coal India Ltd. MINING 288.05 0.9736389,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,44,COLPAL,COLPAL Colgate Palmolive (India) Ltd. PERSONAL CARE 840.85 0.3011206,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,45,CONCOR,CONCOR Container Corporation of India Ltd. TRAVEL AND TRANSPORT 1352.85 0.3011342,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,46,CRISIL,CRISIL CRISIL Ltd. FINANCE 1951.85 0.124587,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,47,CUMMINSIND,CUMMINSIND Cummins India Ltd. DIESEL ENGINES 885.15 0.3212023,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,48,DABUR,DABUR Dabur India Ltd. PERSONAL CARE 275.80 0.4115525,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,49,DHFL,DHFL Dewan Housing Finance Corporation Ltd. FINANCE - HOUSING 198.30 0.083124,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,50,DISHTV,DISHTV Dish TV India Ltd. MEDIA & ENTERTAINMENT 90.50 0.093472,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,51,DIVISLAB,DIVISLAB Divi's Laboratories Ltd. PHARMACEUTICALS 1051.10 0.3613394,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,52,DLF,DLF DLF Ltd. CONSTRUCTION 129.50 0.155773,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,53,DRREDDY,DRREDDY Dr. Reddy's Laboratories Ltd. PHARMACEUTICALS 3088.70 1.0438995,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,54,EICHERMOT,EICHERMOT Eicher Motors Ltd. AUTOMOBILES - 4 WHEELERS 20035.00 0.6524488 2,nifty200_Apr2016.pdf,2,FALSE,
2016-04-29,55,EMAMILTD,EMAMILTD Emami Ltd. PERSONAL CARE 1006.75 0.166169,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,56,ENGINERSIN,ENGINERSIN Engineers India Ltd. ENGINEERING 179.30 0.072477,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,57,EXIDEIND,EXIDEIND Exide Industries Ltd. AUTO ANCILLARIES 147.25 0.186759,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,58,FEDERALBNK,FEDERALBNK Federal Bank Ltd. BANKS 45.85 0.217885,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,59,FORTIS,FORTIS Fortis Healthcare Ltd. MISCELLANEOUS 175.15 0.062352,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,60,GAIL,GAIL GAIL (India) Ltd. GAS 360.35 0.4516913,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,61,GESHIP,GESHIP Great Eastern Shipping Co. Ltd. SHIPPING 328.35 0.093466,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,62,GLAXO,GLAXO Glaxosmithkline Pharmaceuticals Ltd. PHARMACEUTICALS 3731.40 0.217902,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,63,GLENMARK,GLENMARK Glenmark Pharmaceuticals Ltd. PHARMACEUTICALS 829.45 0.3111702,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,64,GMRINFRA,GMRINFRA GMR Infrastructure Ltd. CONSTRUCTION 12.60 0.082890,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,65,GODREJCP,GODREJCP Godrej Consumer Products Ltd. PERSONAL CARE 1321.65 0.4416652,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,66,GODREJIND,GODREJIND Godrej Industries Ltd. FOOD AND FOOD PROCESSING 348.90 0.082931,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,67,GPPL,GPPL Gujarat Pipavav Port Ltd. SHIPPING 170.60 0.124701,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,68,GRASIM,GRASIM Grasim Industries Ltd. CEMENT AND CEMENT PRODUCTS 4086.75 0.7026318,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,69,GRUH,GRUH Gruh Finance Ltd. FINANCE - HOUSING 257.30 0.103836,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,70,GSKCONS,GSKCONS GlaxoSmithkline Consumer Healthcare Ltd. FOOD AND FOOD PROCESSING 5897.60 0.186945,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,71,GSPL,GSPL Gujarat State Petronet Ltd. GAS 137.70 0.113955,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,72,GUJFLUORO,GUJFLUORO Gujarat Fluorochemicals Ltd. CHEMICALS - ORGANIC 556.50 0.051834,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,73,HAVELLS,HAVELLS Havells India Ltd. ELECTRICAL EQUIPMENT 332.20 0.217885,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,74,HCLTECH,HCLTECH HCL Technologies Ltd. COMPUTERS - SOFTWARE 750.30 1.1242312,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,75,HDFC,HDFC Housing Development Finance Corporation Ltd. FINANCE - HOUSING 1088.45 4.57171854,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,76,HDFCBANK,HDFCBANK HDFC Bank Ltd. BANKS 1132.35 5.93223113,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,77,HEROMOTOCO,HEROMOTOCO Hero MotoCorp Ltd. AUTOMOBILES - 2 AND 3 WHEELERS 2897.40 0.9736450,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,78,HEXAWARE,HEXAWARE Hexaware Technologies Ltd. COMPUTERS - SOFTWARE 241.20 0.062110,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,79,HINDALCO,HINDALCO Hindalco Industries Ltd. ALUMINIUM 96.35 0.3312336,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,80,HINDCOPPER,HINDCOPPER Hindustan Copper Ltd. METALS 53.75 0.01497,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,81,HINDPETRO,HINDPETRO Hindustan Petroleum Corporation Ltd. REFINERIES 833.75 0.3713834 3,nifty200_Apr2016.pdf,3,FALSE,
2016-04-29,82,HINDUNILVR,HINDUNILVR Hindustan Unilever Ltd. DIVERSIFIED 867.90 1.6561975,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,83,HINDZINC,HINDZINC Hindustan Zinc Ltd. METALS 172.10 0.124363,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,84,IBULHSGFIN,IBULHSGFIN Indiabulls Housing Finance Ltd. FINANCE - HOUSING 693.25 0.5621026,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,85,ICICIBANK,ICICIBANK ICICI Bank Ltd. BANKS 236.95 3.66137740,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,86,IDBI,IDBI IDBI Bank Ltd. BANKS 69.35 0.072635,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,87,IDEA,IDEA Idea Cellular Ltd. TELECOMMUNICATION - SERVICES 118.55 0.3513232,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,88,IDFC,IDFC IDFC Ltd. FINANCIAL INSTITUTION 44.60 0.165972,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,89,IGL,IGL Indraprastha Gas Ltd. GAS 573.30 0.114013,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,90,INDHOTEL,INDHOTEL Indian Hotels Co. Ltd. HOTELS 105.20 0.145267,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,91,INDIANB,INDIANB Indian Bank BANKS 97.50 0.02843,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,92,INDUSINDBK,INDUSINDBK IndusInd Bank Ltd. BANKS 1048.85 1.3651148,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,93,INFRATEL,INFRATEL Bharti Infratel Ltd. TELECOMMUNICATION - EQUIPMENT 374.95 0.5319912,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,94,INFY,INFY Infosys Ltd. COMPUTERS - SOFTWARE 1208.10 6.42241420,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,95,INOXWIND,INOXWIND Inox Wind Ltd. ELECTRICAL EQUIPMENT 271.80 0.02844,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,96,IOB,IOB Indian Overseas Bank BANKS 31.30 0.031023,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,97,IOC,IOC Indian Oil Corporation Ltd. REFINERIES 433.25 0.5621038,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,98,IPCALAB,IPCALAB Ipca Laboratories Ltd. PHARMACEUTICALS 497.75 0.093392,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,99,IRB,IRB IRB Infrastructure Developers Ltd. CONSTRUCTION 213.65 0.083154,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,100,ITC,ITC I T C Ltd. CIGARETTES 324.95 4.86182842,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,101,JETAIRWAYS,JETAIRWAYS Jet Airways (India) Ltd. TRAVEL AND TRANSPORT 617.45 0.051754,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,102,JINDALSTEL,JINDALSTEL Jindal Steel & Power Ltd. STEEL AND STEEL PRODUCTS 69.80 0.062427,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,103,JSWENERGY,JSWENERGY JSW Energy Ltd. POWER 67.70 0.062332,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,104,JSWSTEEL,JSWSTEEL JSW Steel Ltd. STEEL AND STEEL PRODUCTS 1373.20 0.3914605,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,105,JUBILANT,JUBILANT Jubilant Life Sciences Ltd. PHARMACEUTICALS 399.35 0.072735,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,106,JUBLFOOD,JUBLFOOD Jubilant Foodworks Ltd. FOOD AND FOOD PROCESSING 1156.95 0.083119,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,107,JUSTDIAL,JUSTDIAL Justdial Ltd. COMPUTERS - SOFTWARE 846.45 0.082866,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,108,KARURVYSYA,KARURVYSYA Karur Vysya Bank Ltd. BANKS 480.95 0.155684 4,nifty200_Apr2016.pdf,4,FALSE,
2016-04-29,109,KOTAKBANK,KOTAKBANK Kotak Mahindra Bank Ltd. BANKS 717.15 1.9673624,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,110,L&TFH,L&TFH L&T Finance Holdings Ltd. FINANCE 71.65 0.103769,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,111,LICHSGFIN,LICHSGFIN LIC Housing Finance Ltd. FINANCE - HOUSING 462.30 0.3713998,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,112,LT,LT Larsen & Toubro Ltd. ENGINEERING 1254.60 2.73102820,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,113,LUPIN,LUPIN Lupin Ltd. PHARMACEUTICALS 1607.25 1.0238378,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,114,M&M,M&M Mahindra & Mahindra Ltd. AUTOMOBILES - 4 WHEELERS 1330.95 1.6361172,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,115,M&MFIN,M&MFIN Mahindra & Mahindra Financial Services Ltd. FINANCE 300.00 0.228190,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,116,MARICO,MARICO Marico Ltd. PERSONAL CARE 259.10 0.3613371,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,117,MARUTI,MARUTI Maruti Suzuki India Ltd. AUTOMOBILES - 4 WHEELERS 3794.65 1.3450437,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,118,MCDOWELL-N,MCDOWELL-N United Spirits Ltd. BREW/DISTILLERIES 2376.00 0.3212120,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,119,MINDTREE,MINDTREE MindTree Ltd. COMPUTERS - SOFTWARE 678.80 0.217745,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,120,MMTC,MMTC MMTC Ltd. TRADING 39.10 0.01391,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,121,MOTHERSUMI,MOTHERSUMI Motherson Sumi Systems Ltd. AUTO ANCILLARIES 252.35 0.3011350,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,122,MPHASIS,MPHASIS MphasiS Ltd. COMPUTERS - SOFTWARE 489.25 0.114113,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,123,MRF,MRF MRF Ltd. TYRES 33787.75 0.228311,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,124,MUTHOOTFIN,MUTHOOTFIN Muthoot Finance Ltd. FINANCE 203.10 0.052021,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,125,NATCOPHARM,NATCOPHARM NATCO Pharma Ltd. PHARMACEUTICALS 489.70 0.103838,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,126,NATIONALUM,NATIONALUM National Aluminium Co. Ltd. ALUMINIUM 46.15 0.062141,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,127,NAUKRI,NAUKRI Info Edge (India) Ltd. COMPUTERS - SOFTWARE 751.75 0.145173,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,128,NBCC,NBCC National Buildings Construction Corporation Ltd. CONSTRUCTION 999.30 0.031199,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,129,NHPC,NHPC NHPC Ltd. POWER 20.65 0.093201,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,130,NMDC,NMDC NMDC Ltd. MINING 95.15 0.207545,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,131,NTPC,NTPC NTPC Ltd. POWER 139.30 0.9234458,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,132,OBEROIRLTY,OBEROIRLTY Oberoi Realty Ltd. CONSTRUCTION 279.80 0.062278,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,133,OFSS,OFSS Oracle Financial Services Software Ltd. COMPUTERS - SOFTWARE 3608.35 0.217960,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,134,OIL,OIL Oil India Ltd. OIL EXPLORATION/PRODUCTION 332.05 0.124591,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,135,ONGC,ONGC Oil & Natural Gas Corporation Ltd. OIL EXPLORATION/PRODUCTION 217.25 1.0439032 5,nifty200_Apr2016.pdf,5,FALSE,
2016-04-29,136,PAGEIND,PAGEIND Page Industries Ltd. TEXTILE PRODUCTS 12564.05 0.186867,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,137,PCJEWELLER,PCJEWELLER PC Jeweller Ltd. GEMS JEWELLERY AND WATCHES 360.60 0.051873,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,138,PEL,PEL Piramal Enterprises Ltd. PHARMACEUTICALS 1190.25 0.269653,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,139,PERSISTENT,PERSISTENT Persistent Systems Ltd. COMPUTERS - SOFTWARE 742.55 0.093327,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,140,PETRONET,PETRONET Petronet LNG Ltd. GAS 263.55 0.217907,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,141,PFC,PFC Power Finance Corporation Ltd. FINANCIAL INSTITUTION 179.35 0.207576,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,142,PFIZER,PFIZER Pfizer Ltd. PHARMACEUTICALS 1738.55 0.072704,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,143,PGHH,PGHH Procter & Gamble Hygiene & Health Care Ltd. PERSONAL CARE 6314.40 0.165944,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,144,PIDILITIND,PIDILITIND Pidilite Industries Ltd. CHEMICALS - SPECIALITY 603.05 0.259275,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,145,PNB,PNB Punjab National Bank BANKS 86.95 0.176488,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,146,POWERGRID,POWERGRID Power Grid Corporation of India Ltd. POWER 143.40 0.8431509,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,147,PRESTIGE,PRESTIGE Prestige Estates Projects Ltd. CONSTRUCTION 168.45 0.051895,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,148,RAJESHEXPO,RAJESHEXPO Rajesh Exports Ltd. GEMS JEWELLERY AND WATCHES 592.05 0.218041,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,149,RAMCOCEM,RAMCOCEM The Ramco Cements Ltd. CEMENT AND CEMENT PRODUCTS 450.15 0.176216,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,150,RCOM,RCOM Reliance Communications Ltd. TELECOMMUNICATION - SERVICES 56.20 0.155735,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,151,RECLTD,RECLTD Rural Electrification Corporation Ltd. FINANCIAL INSTITUTION 178.40 0.186870,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,152,REDINGTON,REDINGTON Redington (India) Ltd. TRADING 108.60 0.062214,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,153,RELCAPITAL,RELCAPITAL Reliance Capital Ltd. FINANCE 404.55 0.124599,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,154,RELIANCE,RELIANCE Reliance Industries Ltd. REFINERIES 982.70 4.32162363,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,155,RELINFRA,RELINFRA Reliance Infrastructure Ltd. POWER 538.55 0.207365,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,156,RPOWER,RPOWER Reliance Power Ltd. POWER 50.95 0.093573,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,157,SAIL,SAIL Steel Authority of India Ltd. STEEL AND STEEL PRODUCTS 47.40 0.134895,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,158,SBIN,SBIN State Bank of India BANKS 189.00 1.5658687,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,159,SHREECEM,SHREECEM Shree Cement Ltd. CEMENT AND CEMENT PRODUCTS 12693.90 0.2911056,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,160,SIEMENS,SIEMENS Siemens Ltd. ELECTRICAL EQUIPMENT 1137.80 0.2710130,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,161,SKSMICRO,SKSMICRO SKS Microfinance Ltd. FINANCE 603.80 0.186909,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,162,SPARC,SPARC Sun Pharma Advanced Research Company Ltd. PHARMACEUTICALS 299.95 0.062147 6,nifty200_Apr2016.pdf,6,FALSE,
2016-04-29,163,SRF,SRF SRF Ltd. TEXTILES - SYNTHETIC 1364.65 0.103761,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,164,SRTRANSFIN,SRTRANSFIN Shriram Transport Finance Co. Ltd. FINANCE 942.85 0.3613691,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,165,STAR,STAR Strides Shasun Ltd. PHARMACEUTICALS 1081.00 0.186659,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,166,SUNPHARMA,SUNPHARMA Sun Pharmaceutical Industries Ltd. PHARMACEUTICALS 811.30 2.3487864,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,167,SUNTV,SUNTV Sun TV Network Ltd. MEDIA & ENTERTAINMENT 372.45 0.103669,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,168,SUZLON,SUZLON Suzlon Energy Ltd. ELECTRICAL EQUIPMENT 14.95 0.124428,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,169,SYNDIBANK,SYNDIBANK Syndicate Bank BANKS 69.65 0.041429,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,170,SYNGENE,SYNGENE Syngene International Ltd. PHARMACEUTICALS 388.85 0.02855,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,171,TATACHEM,TATACHEM Tata Chemicals Ltd. CHEMICALS - INORGANIC 405.60 0.197130,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,172,TATACOMM,TATACOMM Tata Communications Ltd. TELECOMMUNICATION - SERVICES 413.20 0.082944,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,173,TATAELXSI,TATAELXSI Tata Elxsi Ltd. COMPUTERS - SOFTWARE 1909.40 0.093270,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,174,TATAGLOBAL,TATAGLOBAL Tata Global Beverages Ltd. TEA AND COFFEE 120.05 0.135001,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,175,TATAMOTORS,TATAMOTORS Tata Motors Ltd. AUTOMOBILES - 4 WHEELERS 408.35 2.1078992,nifty200_Apr2016.pdf,7,FALSE,
2016-04-29,176,TATAMTRDVR,TATAMTRDVR Tata Motors Ltd DVR AUTOMOBILES - 4 WHEELERS 297.80 0.4014991,nifty200_Apr2016.pdf,7,FALSE,
